,cause,age,Year,valprevnumberboth,valdeathsnumberboth,valprevrateboth,valdeathsrateboth,valprevpercentboth,valdeathspercentboth,valprevnumberfemale,valdeathsnumberfemale,valprevratefemale,valdeathsratefemale,valprevpercentfemale,valdeathspercentfemale,valprevnumbermale,valdeathsnumbermale,valprevratemale,valdeathsratemale,valprevpercentmale,valdeathspercentmale,is_projection
569,Other,75+ years,2030,105447268.83398438,6175035.136352539,6064277.093078613,394716.2103729248,60.64172761840746,-3.600821040570736,54641035.7734375,3477446.604736328,5344050.379150391,389264.56227111816,53.438265843782574,2.925940729677677,50806205.919921875,2851124.7197483927,7037109.609588623,425074.94442141056,70.37322749197483,-8.163138553500175,True
570,Other,Age-standardized,2001,0.0,0.0,855380.6896,40063.3195,8.8374,0.0,0.0,0.0,795046.8034,38553.6886,8.1484,0.0,0.0,0.0,932528.6996,42131.7098,9.7196,0.0,False
571,Other,Age-standardized,2002,0.0,0.0,856023.1709,39705.6108,8.8491,0.0,0.0,0.0,795906.9864,38153.1906,8.1597,0.0,0.0,0.0,932735.2438,41862.7931,9.7287,0.0,False
572,Other,Age-standardized,2003,0.0,0.0,856740.4886,39271.5202,8.8616,0.0,0.0,0.0,796981.8876,37686.2903,8.1744,0.0,0.0,0.0,932886.0599,41491.3665,9.7371,0.0,False
573,Other,Age-standardized,2004,0.0,0.0,857350.2829,38654.6178,8.8733,0.0,0.0,0.0,797973.1212,37054.1197,8.188,0.0,0.0,0.0,932897.1506,40929.8119,9.7445,0.0,False
574,Other,Age-standardized,2005,0.0,0.0,857647.3093,38120.7421,8.8805,0.0,0.0,0.0,798584.4881,36509.3249,8.1966,0.0,0.0,0.0,932687.0841,40465.5449,9.7477,0.0,False
575,Other,Age-standardized,2006,0.0,0.0,857956.6477,37473.623,8.8884,0.0,0.0,0.0,799181.5634,35882.1161,8.2058,0.0,0.0,0.0,932558.4262,39820.4168,9.7535,0.0,False
576,Other,Age-standardized,2007,0.0,0.0,858542.2506,36922.7532,8.9004,0.0,0.0,0.0,800143.092,35342.6411,8.2193,0.0,0.0,0.0,932710.1675,39230.7044,9.7628,0.0,False
577,Other,Age-standardized,2008,0.0,0.0,859177.4963,36463.6213,8.913,0.0,0.0,0.0,801189.7336,34926.6524,8.2337,0.0,0.0,0.0,932905.7128,38683.9563,9.7725,0.0,False
578,Other,Age-standardized,2009,0.0,0.0,859639.7859,36047.4197,8.9222,0.0,0.0,0.0,802042.9562,34557.1622,8.2461,0.0,0.0,0.0,932910.6322,38197.085,9.781,0.0,False
579,Other,Age-standardized,2010,0.0,0.0,859670.7056,35526.7351,8.928,0.0,0.0,0.0,802425.3612,34093.2164,8.2531,0.0,0.0,0.0,932491.4259,37592.9752,9.7842,0.0,False
580,Other,Age-standardized,2011,0.0,0.0,859322.4108,34915.3089,8.9295,0.0,0.0,0.0,802449.1742,33512.1297,8.2568,0.0,0.0,0.0,931670.5925,36894.2863,9.782,0.0,False
581,Other,Age-standardized,2012,0.0,0.0,858918.2822,34358.8728,8.9315,0.0,0.0,0.0,802463.3663,32963.9226,8.2606,0.0,0.0,0.0,930718.4012,36309.0559,9.7797,0.0,False
582,Other,Age-standardized,2013,0.0,0.0,858571.1238,33964.2501,8.9341,0.0,0.0,0.0,802542.8351,32625.8876,8.2664,0.0,0.0,0.0,929769.457,35884.6251,9.7786,0.0,False
583,Other,Age-standardized,2014,0.0,0.0,858385.5473,33661.0052,8.9383,0.0,0.0,0.0,802762.5389,32390.5761,8.2727,0.0,0.0,0.0,928958.9073,35568.3748,9.7787,0.0,False
584,Other,Age-standardized,2015,0.0,0.0,858442.1158,33366.0376,8.944,0.0,0.0,0.0,803197.4617,32123.3435,8.2809,0.0,0.0,0.0,928421.512,35275.1952,9.78,0.0,False
585,Other,Age-standardized,2016,0.0,0.0,859292.5233,33045.9845,8.9577,0.0,0.0,0.0,804589.7339,31826.0518,8.2979,0.0,0.0,0.0,928534.7237,34978.7864,9.7886,0.0,False
586,Other,Age-standardized,2017,0.0,0.0,860938.6097,32635.7847,8.9796,0.0,0.0,0.0,806959.2396,31424.2345,8.3248,0.0,0.0,0.0,929299.7527,34566.4056,9.8039,0.0,False
587,Other,Age-standardized,2018,0.0,0.0,862670.6526,32271.7987,9.0041,0.0,0.0,0.0,809295.7267,31027.229,8.3532,0.0,0.0,0.0,930282.3376,34274.9809,9.8218,0.0,False
588,Other,Age-standardized,2019,0.0,0.0,863747.1154,31944.8502,9.0197,0.0,0.0,0.0,810588.9133,30715.5675,8.3687,0.0,0.0,0.0,931050.4239,33931.6847,9.8369,0.0,False
589,Other,Age-standardized,2020,0.0,0.0,862535.7499,31443.846,9.0034,0.0,0.0,0.0,808600.6043,30141.2869,8.3452,0.0,0.0,0.0,930815.9127,33443.8961,9.8305,0.0,False
590,Other,Age-standardized,2021,0.0,0.0,860161.7823,30950.8411,8.9791,0.0,0.0,0.0,805600.7126,29727.9134,8.3133,0.0,0.0,0.0,929259.5046,32746.8149,9.8143,0.0,False
591,Other,Age-standardized,2022,0.0,0.0,863298.1090167143,31606.644652270465,9.018594857142858,0.0,0.0,0.0,810261.8683755714,30348.026368680952,8.367614999999999,0.0,0.0,0.0,931198.8944144787,33620.96880005935,9.835325,0.0,True
592,Other,Age-standardized,2023,0.0,0.0,862536.461268,30793.739437977347,9.017872060606061,0.0,0.0,0.0,809686.7331547879,29424.107502828898,8.366091515151513,0.0,0.0,0.0,932124.3996286339,32927.043612276146,9.834753636363637,0.0,True
593,Other,Age-standardized,2024,0.0,0.0,862556.9725718572,30298.646689397112,9.0268292987013,0.0,0.0,0.0,810285.1745727403,28834.85877311882,8.377836038961037,0.0,0.0,0.0,933624.4134826135,32576.962537344207,9.838782922077923,0.0,True
594,Other,Age-standardized,2025,0.0,0.0,863109.4435085715,29950.673285651952,9.040190735930738,0.0,0.0,0.0,811459.1237452815,28345.320437908173,8.394968398268398,0.0,0.0,0.0,935841.2104415894,32456.13690471649,9.846429870129871,0.0,True
595,Other,Age-standardized,2026,0.0,0.0,863395.7821928571,29688.600265603513,9.04824891774892,0.0,0.0,0.0,812112.5771430738,27944.04809331894,8.404930086580086,0.0,0.0,0.0,937903.8149795532,32402.183888435364,9.851356493506495,0.0,True
596,Other,Age-standardized,2027,0.0,0.0,863682.1208771429,29439.961583625525,9.056307099567102,0.0,0.0,0.0,812766.0305408658,27530.046761989594,8.414891774891773,0.0,0.0,0.0,940320.4309616089,32398.738923072815,9.856283116883118,0.0,True
597,Other,Age-standardized,2028,0.0,0.0,863968.4595614286,29204.757239721715,9.064365281385284,0.0,0.0,0.0,813419.4839386581,27101.5497546196,8.42485346320346,0.0,0.0,0.0,943114.272392273,32448.30993747711,9.86120974025974,0.0,True
598,Other,Age-standardized,2029,0.0,0.0,864254.7982457143,28982.987233888358,9.072423463203465,0.0,0.0,0.0,814072.9373364502,26656.79038953781,8.434815151515151,0.0,0.0,0.0,946308.5531692505,32553.404850959778,9.866136363636365,0.0,True
599,Other,Age-standardized,2030,0.0,0.0,864541.13693,28774.651566125453,9.080481645021647,0.0,0.0,0.0,814726.3907342425,26194.001979351044,8.444776839826838,0.0,0.0,0.0,949926.4873428345,32716.53159046173,9.871062987012987,0.0,True
600,Pulmonary Arterial Hypertension,0-14 years,2001,8289.3422,3045.4489,111.2069,27.448999999999998,0.0,0.1564,4788.384,1201.3002,133.7906,22.3978,0.0,0.1694,3500.9581000000003,1844.1488,89.5506,32.3663,0.0,0.1451,False
601,Pulmonary Arterial Hypertension,0-14 years,2002,8297.1571,2988.4123,111.8695,27.091,0.0,0.1581,4789.6623,1179.4133,134.5019,22.2199,0.0,0.1728,3507.4952,1808.9985,90.1771,31.8302,0.0,0.1461,False
602,Pulmonary Arterial Hypertension,0-14 years,2003,8305.8319,2917.3037,112.5125,26.441,0.0,0.1563,4791.2872,1148.9642000000001,135.1769,21.6628,0.0,0.17099999999999999,3514.5441,1768.3391,90.7991,31.0819,0.0,0.1445,False
603,Pulmonary Arterial Hypertension,0-14 years,2004,8307.666000000001,2849.482,112.9645,25.5776,0.0,0.154,4789.8578,1120.4706,135.6331,20.9767,0.0,0.1691,3517.809,1729.0119,91.258,30.043,0.0,0.1419,False
604,Pulmonary Arterial Hypertension,0-14 years,2005,8296.2996,2805.0659,113.0805,24.8143,0.0,0.1535,4782.5811,1102.5386,135.7362,20.4096,0.0,0.17,3513.7187,1702.5281,91.4,29.0843,0.0,0.1408,False
605,Pulmonary Arterial Hypertension,0-14 years,2006,8281.5235,2766.2043,112.9001,24.0418,0.0,0.1509,4774.6546,1092.6764,135.5303,19.9099,0.0,0.1696,3506.8689999999997,1673.5285000000001,91.2591,28.044,0.0,0.1374,False
606,Pulmonary Arterial Hypertension,0-14 years,2007,8274.2256,2754.5404,112.6006,23.4738,0.0,0.1506,4771.6727,1094.4431,135.2029,19.5779,0.0,0.1694,3502.554,1660.0973,91.0033,27.2479,0.0,0.135,False
607,Pulmonary Arterial Hypertension,0-14 years,2008,8277.5102,2752.2461,112.22710000000001,22.919,0.0,0.1485,4775.2418,1097.0629,134.79579999999999,19.0926,0.0,0.1671,3502.2685,1655.1842000000001,90.6807,26.6218,0.0,0.1346,False
608,Pulmonary Arterial Hypertension,0-14 years,2009,8294.1382,2752.9048,111.875,22.3691,0.0,0.1467,4786.7247,1099.7613000000001,134.3991,18.681,0.0,0.1649,3507.4143,1653.1428,90.3807,25.9347,0.0,0.1331,False
609,Pulmonary Arterial Hypertension,0-14 years,2010,8324.1862,2715.4527,111.5903,21.7233,0.0,0.1457,4805.7901,1086.0547,134.0602,18.1833,0.0,0.1653,3518.3958,1629.3989000000001,90.1613,25.1435,0.0,0.131,False
610,Pulmonary Arterial Hypertension,0-14 years,2011,8364.6873,2665.7909,111.3608,20.9174,0.0,0.1419,4829.55,1069.1896,133.7437,17.574,0.0,0.1616,3535.1386,1596.6021,90.0282,24.1476,0.0,0.1276,False
611,Pulmonary Arterial Hypertension,0-14 years,2012,8413.795,2629.6072,111.1561,20.1848,0.0,0.1437,4856.6598,1061.7924,133.4193,16.9768,0.0,0.1631,3557.1346,1567.8155000000002,89.9475,23.2848,0.0,0.1286,False
612,Pulmonary Arterial Hypertension,0-14 years,2013,8472.345800000001,2598.9444,111.0111,19.592,0.0,0.1416,4888.6201,1054.3943,133.151,16.4178,0.0,0.1598,3583.7263,1544.5499,89.9272,22.6588,0.0,0.1283,False
613,Pulmonary Arterial Hypertension,0-14 years,2014,8539.3588,2523.2042,110.9155,19.0109,0.0,0.1402,4925.8668,1030.733,132.9526,16.0004,0.0,0.1589,3613.4923,1492.4705,89.9381,21.9221,0.0,0.126,False
614,Pulmonary Arterial Hypertension,0-14 years,2015,8611.419100000001,2455.3279,110.8682,18.384,0.0,0.1391,4967.5257,1004.7592,132.849,15.5759,0.0,0.1582,3643.8938,1450.5685,89.9488,21.1005,0.0,0.1239,False
615,Pulmonary Arterial Hypertension,0-14 years,2016,8689.3138,2359.3408,110.8341,17.7083,0.0,0.137,5014.7645,967.9644,132.8205,15.0333,0.0,0.15410000000000001,3674.5489000000002,1391.3766,89.9169,20.2949,0.0,0.1223,False
616,Pulmonary Arterial Hypertension,0-14 years,2017,8773.6837,2238.0092,110.8053,16.9373,0.0,0.1333,5066.5657,918.4696,132.8254,14.4681,0.0,0.1519,3707.1175,1319.5398,89.8619,19.328,0.0,0.1181,False
617,Pulmonary Arterial Hypertension,0-14 years,2018,8857.4464,2121.2451,110.8276,16.0824,0.0,0.1323,5117.1697,877.9091,132.8802,13.8609,0.0,0.1505,3740.2766,1243.3354,89.8572,18.2341,0.0,0.1171,False
618,Pulmonary Arterial Hypertension,0-14 years,2019,8929.1667,2013.4838,110.9313,15.3132,0.0,0.1305,5158.511,837.9545,132.9851,13.2881,0.0,0.1505,3770.6554,1175.5288,89.9654,17.2762,0.0,0.1143,False
619,Pulmonary Arterial Hypertension,0-14 years,2020,8966.896,1821.7644,110.7736,14.5099,0.0,0.1281,5172.9873,747.3247,132.5207,12.7806,0.0,0.1476,3793.9082,1074.4384,90.1033,16.1947,0.0,0.1118,False
620,Pulmonary Arterial Hypertension,0-14 years,2021,8966.2026,1712.4429,110.7229,13.7912,0.0,0.1292,5177.0222,704.0709,132.6843,12.2332,0.0,0.1506,3789.1792,1008.3717,89.8521,15.3108,0.0,0.1117,False
621,Pulmonary Arterial Hypertension,0-14 years,2022,8982.925898643436,1846.114924476776,111.144565172199,14.58353898343049,0.0,0.1290648721805007,5187.877857670975,765.3461145442961,133.18230265115915,12.809683097755428,0.0,0.14973406571644007,3800.8881664305127,1080.7734028503037,90.19432226887226,16.327171441868096,0.0,0.11306228571428587,True
622,Pulmonary Arterial Hypertension,0-14 years,2023,9117.91452440386,1397.9263605578612,111.81635323773503,12.741233677386568,0.0,0.1251337416269234,5260.174072647515,568.890922058258,133.7947546395725,11.629832956966023,0.0,0.14762960596010205,3878.7916661291074,829.04765676548,90.92166700058222,13.906117463521511,0.0,0.10943309090909117,True
623,Pulmonary Arterial Hypertension,0-14 years,2024,9227.027864062557,1023.194179755249,112.81785864574552,11.320752469231264,0.0,0.12270211822063387,5321.589468206139,407.56450367340085,134.97967365068973,10.741766947467784,0.0,0.14795190699506433,3944.1239115157036,615.647261328621,91.74274869339824,12.036385627640339,0.0,0.10716680519480543,True
624,Pulmonary Arterial Hypertension,0-14 years,2025,9327.913605570793,644.5607566833496,114.01869233697653,10.067256851587445,0.0,0.1200691705550625,5376.365094661713,241.5493679046631,136.34118619933724,10.011592239935453,0.0,0.14802582479751436,4009.9403764121234,403.0325491428375,92.78154907375574,10.349669422022998,0.0,0.1049075324675326,True
625,Pulmonary Arterial Hypertension,0-14 years,2026,9397.786693930626,308.1154842376709,115.18178448081017,9.043416290078312,0.0,0.11812960563485575,5413.304194688797,92.2320408821106,137.6771238334477,9.443267309628936,0.0,0.1487795436041779,4060.9714519856498,215.90622735023499,93.77038031071424,8.951720892451704,0.0,0.1031519480519485,True
626,Pulmonary Arterial Hypertension,0-14 years,2027,9465.062190413475,-64.7401294708252,116.55426365882158,7.97192343370989,0.0,0.11616143659566802,5448.096368551254,-74.30995464324951,139.25946072116494,8.871077372933541,0.0,0.14995162921695737,4114.433217294514,9.59426760673523,94.93111414462328,7.473817891441286,0.0,0.10139636363636395,True
627,Pulmonary Arterial Hypertension,0-14 years,2028,9529.17457139492,-476.0213842391968,118.1504852771759,6.8499650885351,0.0,0.11416466343749221,5480.368188619614,-259.0539360046387,141.10512958839536,8.295022429848359,0.0,0.15157487996475538,4170.325672338717,-216.94130778312683,96.27555029094219,5.91106207575649,0.0,0.09964077922077941,True
628,Pulmonary Arterial Hypertension,0-14 years,2029,9589.558313250542,-927.7435836791992,119.98480480909348,5.674728071782738,0.0,0.1121392861603212,5509.746226787567,-462.9772243499756,143.2310630865395,7.715102480373389,0.0,0.15368209426378598,4228.648817118257,-464.7384784221649,97.8154883980751,4.258555120788515,0.0,0.09788519480519531,True
629,Pulmonary Arterial Hypertension,0-14 years,2030,9645.647891879082,-1421.922028541565,122.07157765328884,4.4433991950936615,0.0,0.11008530476415501,5535.857054948807,-687.0571398735046,145.65419391170144,7.131317524508631,0.0,0.1563060703847441,4289.402651632205,-734.8352210521698,99.56272815167904,2.5113986833021045,0.0,0.09612961038961076,True
630,Pulmonary Arterial Hypertension,15-49 years,2001,40556.197700000004,1992.0872,363.2231,20.1705,0.0,0.1374,24683.0719,1149.4221,453.2005,23.5047,0.0002,0.2606,15873.1258,842.6643,273.4432,16.9783,0.0,0.084,False
631,Pulmonary Arterial Hypertension,15-49 years,2002,41238.0256,2009.2394000000002,364.2122,19.9799,0.0,0.1388,25080.1786,1169.0111,454.3668,23.4301,0.0002,0.2654,16157.848199999999,840.2279,274.3363,16.6696,0.0,0.0847,False
632,Pulmonary Arterial Hypertension,15-49 years,2003,41881.6608,2037.6868,365.215,19.741,0.0,0.14049999999999999,25449.3913,1190.1893,455.5264,23.1078,0.0002,0.2646,16432.2699,847.4972,275.3255,16.5094,0.0,0.0852,False
633,Pulmonary Arterial Hypertension,15-49 years,2004,42477.0004,2034.4803,366.0196,19.3078,0.0,0.13949999999999999,25788.6403,1186.155,456.4301,22.4768,0.0002,0.2627,16688.359800000002,848.3246,276.1946,16.2725,0.0,0.0851,False
634,Pulmonary Arterial Hypertension,15-49 years,2005,42995.8887,2051.3603,366.4145,19.0717,0.0,0.142,26084.9344,1193.0733,456.8556,22.1417,0.0002,0.2691,16910.9553,858.2863,276.7371,16.1322,0.0,0.0866,False
635,Pulmonary Arterial Hypertension,15-49 years,2006,43455.5314,2059.1145,366.5124,18.8045,0.0,0.1414,26346.745300000002,1198.2626,456.9783,21.8011,0.0002,0.2725,17108.7864,860.8499,277.0103,15.9332,0.0,0.0861,False
636,Pulmonary Arterial Hypertension,15-49 years,2007,43866.6176,2079.3428,366.5856,18.4885,0.0,0.1428,26580.5219,1209.7054,457.1164,21.4051,0.0002,0.2751,17286.0959,869.6367,277.2249,15.7006,0.0,0.0866,False
637,Pulmonary Arterial Hypertension,15-49 years,2008,44257.872,2103.5381,366.674,18.2737,0.0,0.1404,26804.2242,1225.6881,457.2992,21.0229,0.0002,0.271,17453.6479,877.852,277.415,15.6468,0.0,0.0852,False
638,Pulmonary Arterial Hypertension,15-49 years,2009,44629.7395,2132.4055,366.8648,17.8353,0.0,0.141,27020.9885,1250.677,457.596,20.5575,0.0002,0.2699,17608.7516,881.7288,277.6508,15.2331,0.0,0.0856,False
639,Pulmonary Arterial Hypertension,15-49 years,2010,44954.339,2138.5203,367.1519,17.4418,0.0,0.1408,27216.3618,1256.8093000000001,457.934,20.1346,0.0002,0.2702,17737.9783,881.7112,277.9694,14.8718,0.0,0.0849,False
640,Pulmonary Arterial Hypertension,15-49 years,2011,45233.473699999995,2108.068,367.3546,16.9692,0.0,0.1388,27379.094,1242.5705,457.9895,19.6206,0.0002,0.2661,17854.3797,865.4983,278.3619,14.4373,0.0,0.08310000000000001,False
641,Pulmonary Arterial Hypertension,15-49 years,2012,45496.4074,2089.3922,367.3368,16.6344,0.0,0.1386,27520.6085,1240.9004,457.6419,19.2466,0.0002,0.2666,17975.7984,848.4914,278.7774,14.1365,0.0,0.0828,False
642,Pulmonary Arterial Hypertension,15-49 years,2013,45758.498700000004,2065.5622,367.2157,16.3062,0.0,0.1385,27654.8126,1228.7759,457.1297,18.9067,0.0002,0.2648,18103.6857,836.7871,279.1831,13.8375,0.0,0.0829,False
643,Pulmonary Arterial Hypertension,15-49 years,2014,46035.5436,2046.8120999999999,367.0677,16.1834,0.0,0.1363,27797.475,1220.5866,456.6776,18.8448,0.0002,0.2637,18238.0694,826.2266,279.4991,13.6504,0.0,0.082,False
644,Pulmonary Arterial Hypertension,15-49 years,2015,46339.9792,2012.2554,366.9611,15.9226,0.0,0.1357,27962.9313,1201.7878,456.4943,18.5674,0.0002,0.2601,18377.049,810.4671,279.6322,13.4094,0.0,0.0814,False
645,Pulmonary Arterial Hypertension,15-49 years,2016,46671.6694,1999.5801999999999,366.721,15.8047,0.0001,0.1359,28157.1061,1198.4074,456.4843,18.4465,0.0002,0.2593,18514.5628,801.1715,279.2963,13.2944,0.0,0.0815,False
646,Pulmonary Arterial Hypertension,15-49 years,2017,47020.79,1982.3925,366.227,15.5891,0.0001,0.13520000000000001,28368.399,1189.1372999999999,456.3709,18.3045,0.0002,0.258,18652.3917,793.2558,278.509,13.0034,0.0,0.081,False
647,Pulmonary Arterial Hypertension,15-49 years,2018,47349.2137,1931.0974,365.5805,15.3686,0.0001,0.1337,28565.2729,1151.7878,456.0667,18.0751,0.0002,0.2571,18783.941600000002,779.3095,277.5933,12.7952,0.0,0.07970000000000001,False
648,Pulmonary Arterial Hypertension,15-49 years,2019,47622.2212,1910.1497,364.8735,15.3106,0.0001,0.1338,28717.6699,1141.8303,455.4651,18.0737,0.0002,0.2565,18904.5518,768.3186,276.8712,12.6831,0.0,0.0792,False
649,Pulmonary Arterial Hypertension,15-49 years,2020,47708.4742,1886.368,363.2184,14.8789,0.0001,0.1228,28750.3579,1132.5475,453.1313,17.7458,0.0002,0.2366,18958.1166,753.8215,275.9815,12.1483,0.0,0.072,False
650,Pulmonary Arterial Hypertension,15-49 years,2021,47821.3822,1883.7898,361.54970000000003,14.6862,0.0001,0.1148,28824.3507,1131.2356,451.4011,17.5085,0.0002,0.2219,18997.032,752.5536,274.3941,11.9924,0.0,0.0672,False
651,Pulmonary Arterial Hypertension,15-49 years,2022,47829.5590870932,1877.7144420632503,363.6483696580723,15.150109141109585,0.00011308270676238733,0.1280058344701503,28834.548742955856,1125.866643576163,454.24797694749634,17.98061049915865,0.00019999999999999998,0.2458823237633449,18994.984239187965,757.3222691304874,275.77078380766153,12.454386142578048,0.0,0.07545640039597987,True
652,Pulmonary Arterial Hypertension,15-49 years,2023,48358.350036260366,1794.0834287919752,360.4422708262768,14.784875866150557,0.0001443062200833711,0.1130245591921883,29132.220006518473,1083.6681247968152,451.1071293591817,17.809787465819866,0.00019999999999999998,0.21858695038276027,19226.06275788639,730.156975649786,272.8327531889796,11.893055589962525,0.0,0.06566985893510864,True
653,Pulmonary Arterial Hypertension,15-49 years,2024,48867.43170316193,1721.5270899554337,357.9276847681639,14.7492626435709,0.00017576540162955845,0.1036978837696265,29431.70929127724,1044.364895140355,449.2171602524101,17.921960965218396,0.00019999999999999998,0.20163805130682655,19435.628611391257,713.4476292239285,269.9895336028969,11.706306529290751,0.0,0.05957272381224786,True
654,Pulmonary Arterial Hypertension,15-49 years,2025,49357.26782608032,1648.9271785710007,355.5996780078858,14.813559412956238,0.00020627656094740487,0.09533298640599241,29719.38389635086,1004.596432310529,447.61264103179565,18.15865338500589,0.00019999999999999998,0.18660285712394398,19637.771608114243,699.1069070696831,267.2392742112279,11.595735073555261,0.0,0.05399956143082818,True
655,Pulmonary Arterial Hypertension,15-49 years,2026,49761.24025154114,1590.8207341348752,353.46755276434124,14.919308802112937,0.0002295729441965655,0.08740027710882714,29958.608837604523,972.3713342649862,446.15404990996467,18.412648108787835,0.00019999999999999998,0.17245162847393658,19802.511056661606,690.2084833979607,264.6862878501415,11.549770139623433,0.0,0.048753184273664374,True
656,Pulmonary Arterial Hypertension,15-49 years,2027,50199.12351989746,1529.1785666439682,351.12059636227787,15.07637732848525,0.0002540729293349919,0.07862536675384035,30219.031101703644,938.0373004665598,444.59872691496275,18.733065740205348,0.00019999999999999998,0.15686919387371745,19979.96403002739,682.5875398516655,261.8267652615905,11.53907845215872,0.0,0.042959421953128185,True
657,Pulmonary Arterial Hypertension,15-49 years,2028,50674.464433670044,1464.0006760982797,348.5505422707647,15.287624556571245,0.00027977651636401646,0.06896743448305642,30502.81337785721,901.5943309115246,442.946672046819,19.12308678869158,0.00019999999999999998,0.13979170929815155,20171.514640569687,676.4243653416634,258.646293386817,11.566114893648773,0.0,0.03659157912625233,True
658,Pulmonary Arterial Hypertension,15-49 years,2029,51190.809801101685,1395.2870624959469,345.74912396632135,15.555910043418407,0.0003066837052836391,0.05838565964222653,30812.118364810944,863.0424256017432,441.1978853055043,19.585891754366457,0.00019999999999999998,0.12115533107134979,20378.54700064659,671.8992498517036,255.13045924156904,11.63333435030654,0.0,0.02962296049372526,True
659,Pulmonary Arterial Hypertension,15-49 years,2030,51751.70642852783,1323.0377258360386,342.7080748807639,15.884093349799514,0.00033479449609297163,0.04683922146068653,31149.10875749588,822.3815845400095,439.3523666910478,20.12466113921255,0.00019999999999999998,0.10089621522638481,20602.445226430893,669.1924825310707,251.26484977453947,11.743191708344966,0.0,0.022026870799891185,True
660,Pulmonary Arterial Hypertension,50-74 years,2001,48494.5235,5072.8877999999995,1112.4191,102.7912,0.010400000000000001,0.0583,30523.4672,2666.1127,1383.2294,105.2549,0.0167,0.0807,17971.0553,2406.7751,825.2388,102.0247,0.0037,0.044700000000000004,False
661,Pulmonary Arterial Hypertension,50-74 years,2002,49822.4562,5137.1759,1114.7908,101.3921,0.010700000000000001,0.0587,31328.808800000003,2700.0396,1385.6076,104.1032,0.016900000000000002,0.0816,18493.6479,2437.1354,827.9981,100.2671,0.0037,0.0446,False
662,Pulmonary Arterial Hypertension,50-74 years,2003,51254.9456,5189.8785,1117.8092,99.1435,0.0111,0.0585,32199.063299999998,2725.7605,1388.5184,101.4532,0.0167,0.0808,19055.8823,2464.1177,831.4093,98.4167,0.0038,0.0443,False
663,Pulmonary Arterial Hypertension,50-74 years,2004,52769.0361,5234.8724999999995,1120.0541,96.3465,0.011000000000000001,0.0578,33116.9938,2756.3744,1390.5431,98.4706,0.016800000000000002,0.08,19652.0416,2478.4986,834.147,95.8757,0.0036000000000000003,0.0438,False
664,Pulmonary Arterial Hypertension,50-74 years,2005,54265.717599999996,5329.1551,1120.2538,93.842,0.011000000000000001,0.058,34029.824,2808.0803,1390.2604,96.2535,0.0167,0.0805,20235.893,2521.0734,835.0153,93.1112,0.0037,0.0438,False
665,Pulmonary Arterial Hypertension,50-74 years,2006,55748.2397,5443.6979,1119.0068,91.4674,0.0109,0.058,34928.406,2871.5514,1388.4535,94.3837,0.0166,0.0815,20819.8339,2572.1467,834.5123,90.1713,0.0034000000000000002,0.0432,False
666,Pulmonary Arterial Hypertension,50-74 years,2007,57264.163,5619.5782,1117.3836000000001,89.5372,0.0105,0.057300000000000004,35843.7286,2946.2167,1386.224,92.9405,0.0165,0.0815,21420.4348,2673.3619,833.701,87.749,0.0035,0.0426,False
667,Pulmonary Arterial Hypertension,50-74 years,2008,58766.8689,5860.5482,1115.4316000000001,87.8498,0.0106,0.057,36749.4778,3042.5951,1383.6109,91.3941,0.0165,0.0816,22017.3912,2817.9530999999997,832.6825,85.9568,0.0035,0.0423,False
668,Pulmonary Arterial Hypertension,50-74 years,2009,60313.4839,6075.6998,1113.5789,85.7661,0.010700000000000001,0.056600000000000004,37688.6629,3138.9530999999997,1381.1559,89.5614,0.0165,0.0811,22624.821500000002,2936.7457,831.6748,83.5378,0.0035,0.0422,False
669,Pulmonary Arterial Hypertension,50-74 years,2010,61913.2161,6276.4885,1112.0393,83.827,0.010100000000000001,0.055600000000000004,38670.419,3225.2064,1379.0589,87.5131,0.0167,0.0807,23242.7968,3051.2807000000003,830.9223,81.6438,0.0036000000000000003,0.0417,False
670,Pulmonary Arterial Hypertension,50-74 years,2011,63674.2413,6414.1965,1110.9369,81.7328,0.01,0.0555,39748.2155,3289.7444,1377.164,85.3906,0.0167,0.08,23926.0246,3124.4516,830.7792,79.573,0.0036000000000000003,0.0414,False
671,Pulmonary Arterial Hypertension,50-74 years,2012,65643.6311,6493.0028999999995,1109.5956,79.9616,0.010100000000000001,0.0548,40941.7356,3319.0244,1374.714,83.5204,0.0167,0.08020000000000001,24701.8957,3173.9786,830.7935,77.8881,0.0036000000000000003,0.041,False
672,Pulmonary Arterial Hypertension,50-74 years,2013,67794.6188,6522.9666,1108.1161,78.3068,0.01,0.0544,42241.6343,3343.0296000000003,1371.9449,81.8336,0.0166,0.0793,25552.9841,3179.9374,830.83,76.3366,0.0037,0.0409,False
673,Pulmonary Arterial Hypertension,50-74 years,2014,70059.886,6507.9504,1106.6573,77.2585,0.0098,0.0542,43617.7232,3357.1839999999997,1369.33,80.9865,0.0164,0.0788,26442.1627,3150.7672,830.6876,75.0839,0.0036000000000000003,0.0409,False
674,Pulmonary Arterial Hypertension,50-74 years,2015,72280.4441,6516.8394,1105.4372,75.637,0.009600000000000001,0.0536,44981.5513,3368.2322,1367.3578,79.2788,0.016300000000000002,0.0783,27298.892,3148.6071,830.2074,73.5095,0.0037,0.040100000000000004,False
